Categoria,Ragione Sociale,Indirizzo,CAP,Città,Prov,Regione,Telefono,Fax,E-mail
Alberghi,Grand Hotel Ambasciatori,Viale Iv Novembre 12,51016,Montecatini Terme,PT,Toscana,057273301,,info@ghambasciatori.it
Alberghi,San Giorgio e Olimpic,Via S. Antonino 3,50100,Firenze,FI,Toscana,055284344,055283580,hotelsangiorgio@dada.it
Alberghi,Chianti Hotels,Via Fiorentina 89,53011,Castellina In Chianti,SI,Toscana,0577740887,0577740924,info@hotelsanleonino.com
Alberghi,Hotel I Ciliegi,Piazza Amendola 4,50066,Vallombrosa,FI,Toscana,055863451,055863454,info@hoteliciliegi.com
Alberghi,Park Hotel Moderno,Via Gorizia 11,51016,Montecatini Terme,PT,Toscana,057271056,,info@parkhotelmoderno.it
Alberghi,Savoia & Campana,Via Cavallotti 10,51016,Montecatini Terme,PT,Toscana,0572772670,,info@hotelsavoiaecampana.com
Alberghi,Piccolo Hotel Versilia,Località La Foce,57034,Campo Nell'elba,LI,Toscana,0565976123,05651960002,info@piccolohotelversilia.it
Alberghi,Relais Villa Petrischio,Via Del Petrischio 25,52044,Cortona,AR,Toscana,0575610316,0575610316,info@villapetrischio.it
Alberghi,Hotel La Pietra - Gestione Ristorante Il Muraglione,Viale Malaspina 23,54035,Fosdinovo,MS,Toscana,0187690324,0187694056,hotel.lapietra@libero.it
Alberghi,Hotel Kyrton,Via Raffaelli 16,55042,Forte Dei Marmi,LU,Toscana,0584787461,058489632,info@hotelkyrton.it
Alberghi,Il Castello,Via G. Della Rena 6,50052,Certaldo,FI,Toscana,0571668250,,info@albergoilcastello.it
Alberghi,Hotel Granduca Srl,Strada Statale Del Brennero 13,56017,San Giuliano Terme,PI,Toscana,05081411121,050818811,reception@hotelgranduca.it
Alberghi,Park Hotel Villa Gori Golf Club,Via di Marciano 18,53100,Siena,SI,Toscana,0577290290,0577290448,reservation.phs@royaldemeure.com
Alberghi,Carlton,Via U. Foscolo 21,53042,Chianciano Terme,SI,Toscana,057864395,,info@hotelcarltonelite.it
Alberghi,Inn Hotel,Via Fermi Enrico 4,50031,Barberino di Mugello,FI,Toscana,0558420199,,info@innhotel.it
Alberghi,Del Lago,Via Borbuio 41,52022,Cavriglia,AR,Toscana,055961596,055961850,hoteldellago@hotmail.com
Alberghi,Hotel Ungherese,Via G. B. Amici 8,50131,Firenze,FI,Toscana,055573474,055571409,info@hotelungherese.it
Alberghi,Villa Rita,Località Colle D'orano,57030,Marciana,LI,Toscana,0565908095,0565908040,info@villarita.it
Alberghi,Corallo,Via Felice Cavallotti 116,51016,Montecatini Terme,PT,Toscana,057278288,057279642,info@golfhotelcorallo.it
Alberghi,Villaggio I Sorbizzi,Via Dei Cavalleggeri Sud 44,57020,Bibbona,LI,Toscana,0586681886,0586018806,info@sorbizzi.com
Alberghi,Grand Hotel Milano,Viale Roma 46,53042,Chianciano Terme,SI,Toscana,057863227,057863227,milano@barbettihotels.it
Alberghi,Castello Banfi - Il Borgo,Località Poggio Alle Mura,53024,Montalcino,SI,Toscana,0577 877700,0577 877701,borgo@castellobanfi.it
Alberghi,Hotel Viticcio,Località Viticcio,57037,Portoferraio,LI,Toscana,0565939058,0565939032,mailbox@hotelviticcio.it
Alberghi,Residence San Sano,Località S.sano,53013,Gaiole In Chianti,SI,Toscana,0577746130,,info@sansanohotel.it
Alberghi,Hotel Grifone,Via Del Pesce Persico 2,58046,Grosseto,GR,Toscana,056431300,056432754,grifone@ouverture.it
Alberghi,Hotel Trieste,Viale Puccini 15,51016,Montecatini Terme,PT,Toscana,057279427,0572910866,info@hoteltriestemontecatini.it
Alberghi,Mare,Località Magazzini 6,57037,Portoferraio,LI,Toscana,0565933069,,hotel.mare@elba-on-line.com
Alberghi,Albergo Arno Bellariva,Lungarno Tempio 16,50121,Firenze,FI,Toscana,055666342,055667711,hotelarnofirenze@hotmail.com
Alberghi,Terme di Caldana,Via Aurelia Nord - Venturina 16,57021,Campiglia Marittima,LI,Toscana,0565851400,,info@hoteltermedicaldana.it
Alberghi,La Perla Del Golfo,Località Procchio,57030,Marciana,LI,Toscana,0565907733,0565907737,info@laperladelgolfo.it
Alberghi,Relais Fattoria Vignale,Via Pianigiani 8,53017,Radda In Chianti,SI,Toscana,0577738300,0577738592,vignale@vignale.it
Alberghi,La Fonte Del Cieco,Via B. Ricasoli 18,53013,Gaiole In Chianti,SI,Toscana,0577744028,0577744407,info@lafontedelcieco.it
Alberghi,Villa Marcella Holiday Beach,Viale Serristori 41,57027,San Vincenzo,LI,Toscana,,0565702154,info@villamarcella.it
Alberghi,Il Bersagliere,Via Aurelia 446,57012,Castiglioncello,LI,Toscana,0586794482,0586794482,info@ilbersagliere.it
Alberghi,Antico Borgo San Martino,Località San Martino 12,56046,Riparbella,PI,Toscana,0586696010,0586699317,info@anticoborgosanmartino.it
Alberghi,Villa Tirreno,Via Della Triglia 4,57022,Marina di Castagneto,LI,Toscana,0565744187,0565744187,info@villatirreno.com
Alberghi,Meridiana Country Hotel,Via Barberino 253,50041,Calenzano,FI,Toscana,0558819472,0558819023,info@meridianacountryhotel.it
Alberghi,Pensione Giardino,Via Nazionale 15,52010,Badia Prataglia,AR,Toscana,0575559016,0575559422,hotelgiardino@tin.it
Alberghi,Axial,Via Dei Calzaiuoli 11,50142,Firenze,FI,Toscana,055218984,055211733,info@hotelaxial.it
Alberghi,Hotel Patrizia,Via Montebello 7,50100,Firenze,FI,Toscana,055282314,055287856,patrizhtl@tin.it
Alberghi,Hotel Sergio,Via Provinciale Carrara 180,54033,Avenza,MS,Toscana,0585858938,0585857695,hotelsergio@tin.it
Alberghi,Albergo Galileo Palace,Località Rigutino Est 161,52100,Arezzo,AR,Toscana,0575978842,057597274,info@galileopalace.it
Alberghi,Villa Biondi,Via Pozza 4,55051,Barga,LU,Toscana,0583387208,0583711261,info@villabiondi.it
Alberghi,Excelsior Srl,Via Cesare Battisti 1,54037,Massa,MS,Toscana,05858601,0585869795,info@hotelexcelsior.it
Alberghi,Albani Firenze,Via Fiume 12,50142,Firenze,FI,Toscana,05526030,055211045,info.flo@albanihotels.com
Alberghi,Villa Dei Bosconi Hotel,Via Francesco Ferrucci 51,50014,Fiesole,FI,Toscana,05559578,0555978448,villadeibosconi@fiesolehotels.com
Alberghi,La Porta di Mignana,Via Mignana 39,50059,Vinci,FI,Toscana,0571584726,,info@casavacanzelaporta.it
Alberghi,Taverna Etrusca,Piazza Stefani 11/12,58043,Castiglione Della Pescaia,GR,Toscana,0564 949802,0564 949802,info@tavernaetrusca.it
Alberghi,Residence Oasi Del Mare,Viale Tirreno 88,56018,Tirrenia,PI,Toscana,05033605,05037968,info@oasidelmare.it
Alberghi,Villaggio Globale Villa Demidoff,Villa Demidoff,55021,Bagni di Lucca,LU,Toscana,,,info@globalvillage-it.com
Alberghi,Albergo Ristorante L'abbeveratoio,Via Traversa Dei Monti 38,53020,San Giovanni D'asso,SI,Toscana,0577802911,0577802911,info@abbeveratoio.com
Alberghi,Hotel San Marco,Piazza San Marco 48,59100,Prato,PO,Toscana,,057422378,info@hotelsanmarcoprato.com
Alberghi,Belvedere,Via Statale 445,55034,Minucciano,LU,Toscana,0583611043,0583611043,info@albergo-belvedere.it
Alberghi,Albergo San Lorenzo,Piazza Bordoni 2/5,52014,Poppi,AR,Toscana,,0575520242,mail@poppi-sanlorenzo.com
Alberghi,Hotel Borgo Grondaie,Strada Delle Grondaie 15,53100,Siena,SI,Toscana,0577332539,0577335761,hotel@borgogrondaie.com
Alberghi,Hotel San Biagio,Via San Bartolomeo 2,53045,Montepulciano,SI,Toscana,,0578716524,info@albergosanbiagio.it
Alberghi,1st Stop Reservation Center,"11/r, Viale Don Giovanni Minzon",50129,Firenze,FI,Toscana,800608822,0553247058,topreservationcenter@libero.it
Alberghi,Brennero e Varsavia,Viale Bicchierai 72,51016,Montecatini Terme,PT,Toscana,057270086,,info@hotelbrenneroevarsavia.it
Alberghi,Hotel Torre Dell'osa,Via Aurelia Sud Km 156,58010,Talamone,GR,Toscana,0564885584,0564884954,info@torredellosa.it
Alberghi,Casa Rosa,Località Biodola,57037,Portoferraio,LI,Toscana,0565969857,0565969919,casarosa@elbalink.it
Alberghi,Casa Volpi,Le Pietre Via Simone Martini 2,52100,Arezzo,AR,Toscana,0575354364,057535597,posta@casavolpi.it
Alberghi,Park Hotel Le Fonti,Via Fonte Corrente 8,56048,Volterra,PI,Toscana,,,info@parkhotellefonti.com
Alberghi,J.k. Place,Piazza S. M. Novella 7,50123,Firenze,FI,Toscana,0552399346,0552658387,jkplace@jkplace.com
Alberghi,Hotel Relais La Suvera,Località Pievescola,53030,Casole D'elsa,SI,Toscana,0577960300,,reservations@lasuvera.it
Alberghi,Piccolo Hotel Etruria,Via Donzelle 3,53100,Siena,SI,Toscana,0577288088,0577288461,info@hoteletruria.com
Alberghi,La Villa Miranda - Albergo Relais Santa Cristina,Località La Villa,53017,Radda In Chianti,SI,Toscana,0577738021,0577738668,villamiranda@tiscalinet.it
Alberghi,Grand Hotel Villa Cappugi Srl,Via Collegigliato 45,51100,Pistoia,PT,Toscana,0573450297,0573903105,info@hotelvillacappugi.com
Alberghi,Hotel Hervè Snc di Reminati Pier Giuseppe e C.,Via Vicenza 7,54100,Massa,MS,Toscana,0585869700,0585869700,info@hotelherve.com
Alberghi,Leon Bianco,Via Panciatichi 2,51100,Pistoia,PT,Toscana,057326675,057326704,info@hotelleonbianco.it
Alberghi,Hotel Il Boschetto,Viale Adua 467/469,51100,Pistoia,PT,Toscana,0573401336,0573401013,info@albergoilboschetto.it
Alberghi,Eurostars Toscana,Viale Europa 1135,55100,Lucca,LU,Toscana,058331781,0583317894,info@eurostarstoscana.com
Alberghi,Il Bersagliere,Via Roma 41,53041,Asciano,SI,Toscana,0577718629,0577710028,info@bersagliere.net
Alberghi,Stella Ristorante Gourmet,Provinciale 31 di Manzano,52044,Cortona,AR,Toscana,0575610241,0575610241,info@hotelfarneta.it
Alberghi,Hotel Residence La Buca Del Gatto,Via Dell'astronomia 2,57023,Cecina,LI,Toscana,0586629076,0586629062,info@labucadelgatto.com
Alberghi,Malaspina,Piazza Indipendenza 24,50129,Firenze,FI,Toscana,,,info@malaspinahotel.it
Alberghi,Hotel Reali,Via Marchesi 79,53042,Chianciano Terme,SI,Toscana,,,info@hotelreali.it
Alberghi,Astoria,Viale Fedeli 1,51016,Montecatini Terme,PT,Toscana,057271191,0572910900,astoria@taddeihotels.com
Alberghi,Albergo Ristorante La Torre Ai Mari Snc,Via Dei Mari 31,53047,Sarteano,SI,Toscana,0578265370,0578265370,info@latorreaimari.it
Alberghi,Hotel Villa Domizia,Località S. Liberata,58019,Porto Santo Stefano,GR,Toscana,,,villadomizia@grifonline.it
Alberghi,Palazzo Guadagni,Piazza Santo Spirito 9,50142,Firenze,FI,Toscana,0552658376,,info@palazzoguadagni.com
Alberghi,Nord Florence,Via Baracca 199/a,50127,Firenze,FI,Toscana,055431151,,info@nordflorence.it
Alberghi,Hotel Moderno,Via Londra 5,50065,Pontassieve,FI,Toscana,0558315541,0558369285,info@hotelmodernofirenze.it
Alberghi,Le Ginestre,Via Italia 51,55045,Marina di Pietrasanta,LU,Toscana,,,info@hotelleginestre.it
Alberghi,Le Fonti,Viale S.francesco D'assisi 4,51016,Montecatini Terme,PT,Toscana,0572773566,,info@rastellihotels.it
Alberghi,Miramonti,Via Montegrappa 7,54100,Massa,MS,Toscana,0585241067,,miramontimassa@hotmail.com
Alberghi,Hotel Fratini,Via Poggilupi 305,52028,Terranuova Bracciolini,AR,Toscana,055973092,0559739884,info@hotelfratini.it
Alberghi,Hotel Il Mulinaccio,Via Della Caldanelle 2,57027,San Vincenzo,LI,Toscana,0565701556,0565705512,hotel.mulinaccio@tiscalinet.it
Alberghi,Hotel San Lorenzo,Via Rosina 4,50100,Firenze,FI,Toscana,055284925,055284925,sanlorenzo@fionline.it
Alberghi,Hotel Bellavista,Largo Fratelli Alinari 15,50123,Firenze,FI,Toscana,055284528,055284874,bellavistahotel@hotmail.com
Alberghi,Arcobaleno,Via Valdi Ang. Via S. Mommè 37,51100,Pistoia,PT,Toscana,0573470030,0573470147,parkhotelarcobaleno@gmail.com
Alberghi,Michelangelo,Viale Piane 146,53042,Chianciano Terme,SI,Toscana,057864004,057860480,hotelmichelangelo@libero.it
Alberghi,Hotel Sovestro,Frazione Sovestro 63,53037,San Gimignano,SI,Toscana,,0577943089,info@hotelsovestro.com
Alberghi,Residenza Visdomini,Via Stagi 83/a,55045,Pietrasanta,LU,Toscana,058470479,,residenzavisdomini@libero.it
Alberghi,Boutique Hotel Ilio,Via Sant'andrea 5,57030,Marciana,LI,Toscana,,0565908087,booking@hotelilio.com
Alberghi,Hotel Arnolfo,Via Trieste 31,51016,Montecatini Terme,PT,Toscana,0572737712,057278883,info@hotelarnolfo.com
Alberghi,Puccini Residenza D'epoca,Vicolo Malconsiglio 4,51100,Pistoia,PT,Toscana,0573 26707,0573 1745133,palazzopuccini@gmail.com
Alberghi,Hotel Cavaliere,P. Ravenna 16,50126,Firenze,FI,Toscana,055686607,0556585791,h.cavaliere@tin.it
Alberghi,Park Hotel,Viale Colombo 153,55041,Lido di Camaiore,LU,Toscana,0584619015,0584619025,info@tuscanyparkhotel.it
Alberghi,Hotel Fiorino,Via Dell'osteria Del Guanto 6,50122,Firenze,FI,Toscana,055210579,055210579,fiorinohotel@tin.it
Alberghi,Residence Il Girasole,Località Carrari 8,55011,Altopascio,LU,Toscana,0583276995,,info@casavacanzailgirasole.com
Alberghi,Hotel Palazzo Vecchio,Via Cennini 4,50123,Firenze,FI,Toscana,055212182,055216445,info@hotelpalazzovecchio.it
Alberghi,Scandinavia,Via Zolezzi 4,54100,Massa,MS,Toscana,0585240295,,info@hotelscandinavia.it
Alberghi,Fenice Palace,Via Dei Martelli 10,50129,Firenze,FI,Toscana,055289942,,info@hotelfenicepalace.it
Alberghi,Hotel Da Tosca,Via Brennero 85,51021,Abetone,PT,Toscana,057360317,057360317,datosca@abetone.com
Alberghi,Albergo Terranova,Via C. Cattaneo 144,56100,Pisa,PI,Toscana,050 500694,050500694,info@albergoterranova.com
Alberghi,Suisse,Via Le Piane,53042,Chianciano Terme,SI,Toscana,057863820,057863430,suisse.chianciano@tiscali.it
Alberghi,Antica Residenza Del Gallo,Via Gallo 25,55100,Lucca,LU,Toscana,0583491450,0583492743,info@anticaresidenzadelgallo.it
Alberghi,Raffaelli Park Hotel,Via Mazzini 37,55042,Forte Dei Marmi,LU,Toscana,0584787294,,infohotels@raffaelli.com
Alberghi,Hotel Sara,Via San Martino 59,55065,Viareggio,LU,Toscana,058446042,058446042,albergosara@virgilio.it
Alberghi,Vivahotels,Via Del Giglio 10,50123,Firenze,FI,Toscana,055284792,,reservation@vivahotels.com
Alberghi,Hotel Grotte Del Paradiso,Località Grotte 1,57037,Portoferraio,LI,Toscana,0565933057,0565940754,grottedelparadiso@elbalink.it
Alberghi,Villa Scacciapensieri,Via Villa Scacciapensieri 10,53100,Siena,SI,Toscana,057741441,,villasca@tin.it
Alberghi,Hotel Giusy,Via Astoria 44,55043,Lido di Camaiore,LU,Toscana,,,giusy@versiliaplanet.it
Alberghi,Boscolo Hotel Granducato,Via Tomerello 1,50013,Campi Bisenzio,FI,Toscana,0558805111,0558805000,reservation@granducato.boscolo.com
Alberghi,Princess,Viale Bicchierai 36,51016,Montecatini Terme,PT,Toscana,0572901849,,princess@gruppobirindelli.it
Alberghi,Mario's,Via Faenza 89,50123,Firenze,FI,Toscana,055212039,,hotelmarios@hotelmarios.com
Alberghi,Pratuccio,Via Fratelli Rosselli 70,58037,Santa Fiora,GR,Toscana,0564953005,,pratucciohotel@libero.it
Alberghi,Stella Del Mare,Via Colombo 68,54033,Carrara,MS,Toscana,0585785190,0585648656,info@hotelstelladelmare.com
Alberghi,Agriresidence Casa Mattioli,Località Fornaci 42,57020,Sassetta,LI,Toscana,0565828030,0565828034,info@etruscansea.it
Alberghi,Sport Hotel Olimpo,Via F. Coppi 3/a,52100,Arezzo,AR,Toscana,0559772700,0559772701,info@sporthotelolimpo.it
Alberghi,Hotel San Miniato,Via Aldo Moro 2,56028,San Miniato,PI,Toscana,0571 418904,0571 418568,info@hotelsanminiato.com
Alberghi,Hotel Mirella,Strada Provinciale di Casciano 43,53016,Murlo,SI,Toscana,0577817667,0577817575,info@hotelmirella.com
Alberghi,San Biagio Relais,Via Dante 40,58015,Orbetello,GR,Toscana,0564860543,0564867787,info@sanbiagiorelais.com
Alberghi,Villaggio Le Querce,Via S. Marco 58,58010,Sorano,GR,Toscana,0564632031,,info@villaggiolequerce.com
Alberghi,Voce Del Mare,Località Naregno,57031,Capoliveri,LI,Toscana,0565968455,,lavocedelmare@elbalink.it
Alberghi,Casa Alba di Gaddi Laura,Via Fillungo 142,55100,Lucca,LU,Toscana,0583495361,0583312800,info@casa-alba.com
Alberghi,Cosmopolitan Hotel,Via Baracca 187,50127,Firenze,FI,Toscana,0554225800,0554225850,info@cosmopolitanhotel.it
Alberghi,Albergo La Nave di Zurli Lamberto Luciano & C. Snc,Località La Nave 89/a,52043,Castiglion Fiorentino,AR,Toscana,0575684040,0575684050,info@lanavehotel.it
Alberghi,Terme San Giovanni,Località Terme S. Giovanni,53040,Rapolano Terme,SI,Toscana,0577724030,,info@termesangiovanni.it
Alberghi,Hotel Amalfitana,Via Roma 44,56126,Pisa,PI,Toscana,05029000,05025218,info@hotelamalfitana.it
Alberghi,Ristorante Albergo La Torricella di Cipriani Carolina,La Torricella,52014,Poppi,AR,Toscana,0575527045,0575527046,info@latorricella.com
Alberghi,Locanda L'elisa,Via Nuova Per Pisa 1952,55050,Lucca,LU,Toscana,0583379019,0583379737,elisa@relaischateaux.com
Alberghi,Corsignano,Via Della Madonnina 11,53026,Pienza,SI,Toscana,0578748501,0578748166,corsignano@tin.it
Alberghi,Park Hotel Zibellino,Via Delle Rocchette,58043,Castiglione Della Pescaia,GR,Toscana,,,info@parkhotelzibellino.com
Alberghi,Albergo La Gioconda,Via Panzani 2,50123,Firenze,FI,Toscana,055211023,055213136,info@hotellagioconda.it
Alberghi,Hotel Crociani,Via Mencattelli 12,53042,Chianciano Terme,SI,Toscana,057864593,,info@hotel-fc.it
Alberghi,Palazzo Malfatti,Via Moncini 10,58024,Massa Marittima,GR,Toscana,0566 904181,,enricoxx71@libero.it
Alberghi,Residence Amiata,Via Roma 15,58033,Castel Del Piano,GR,Toscana,,,vacanzeamiata@tiscalinet.it
Alberghi,Relais La Suvera,Via Della Suvera,53030,Casole D'elsa,SI,Toscana,0577960300,0577960220,lasuvera@lasuvera.it
Alberghi,Empoli Hotel Srl,Via Brusciana 4,50053,Empoli,FI,Toscana,0571930136,0571931754,welcome@empolihotel.com
Alberghi,Vecchio Mulino,Viale Italia 10,50050,Montaione,FI,Toscana,0571697966,,info@hotelvecchiomulino.it
Alberghi,Roma,Via Roma 13,56034,Casciana Terme,PI,Toscana,0587646225,0587645233,info@albergo-roma.it
Alberghi,Tahiti,Via Buonarroti 75,55049,Viareggio,LU,Toscana,0584962761,,tahiti@libero.it
Alberghi,La Vedetta,Via Della Lecceta 5,57128,Livorno,LI,Toscana,0586579969,0586579969,info@hotellavedetta.it
Alberghi,Hotel Le Fontanelle,Via Traversa Del Crocifisso 7e,59100,Prato,PO,Toscana,,0574667669,info@lefontanellehotel.it
Alberghi,Hotel Bellavista,Via Nazionale 34,52010,Badia Prataglia,AR,Toscana,0575559011,0575559440,bellavista@badiaprataglia.com
Alberghi,Villa Maria,Via Privata Macerina 19,53042,Chianciano Terme,SI,Toscana,057863003,057863003,info@villamariachianciano.it
Alberghi,Hotel Logos,Viale Mazzini 153,55042,Forte Dei Marmi,LU,Toscana,0584880678,0584752700,info@logoshotel.it
Alberghi,Bartoli,Via Diego Martelli 9,57016,Castiglioncello,LI,Toscana,0586752051,0586752051,albergobartoli@interfree.it
Alberghi,Medusa,Via Oleandri 37,56128,Tirrenia,PI,Toscana,05037125,,info@hotelmedusa.com
Alberghi,Fontalleccio,Via Fonte Al Leccio,57030,Procchio,LI,Toscana,0565907431,0565907547,info@hotelfontalleccio.it
Alberghi,Relais Palazzo Del Capitano,Via Poliziano 18,53027,San Quirico D'orcia,SI,Toscana,0577899028,,info@palazzodelcapitano.com
Alberghi,Raphael,Via Derna 9,51016,Montecatini Terme,PT,Toscana,057270242,,raphael@gruppobirindelli.it
Alberghi,Max Hotel Livorno,Via Giotto Ciardi 28,57128,Livorno,LI,Toscana,0586426722,0586444255,livorno@maxhotels.it
Alberghi,Evöcafe,Via G. B. Venturi 2,51100,Pistoia,PT,Toscana,0573 1941620,,info@evocafe.it
Alberghi,Aurelia Rta,Via Garbuio 24,54038,Montignoso,MS,Toscana,0585 348737,0585 348737,aureliarta@gmail.com
Alberghi,Leon Bianco,Piazza Della Cisterna 13,53037,San Gimignano,SI,Toscana,0577941294,0577942123,info@leonbianco.com
Alberghi,Villa La Massa,Via Della Massa 24,50142,Firenze,FI,Toscana,05562611,055633102,reservations@villalamassa.it
Alberghi,Cosimo De Medici,Largo F.lli Alinari 15,50142,Firenze,FI,Toscana,055211066,055210769,info@cosimodemedici.com
Alberghi,Rita Major,Via Della Mattonaia 43,50142,Firenze,FI,Toscana,05524779901,0552478358,info@hotelritamajor.it
Alberghi,Bonciani,Via Panzani 17,50123,Firenze,FI,Toscana,05526090,,reservation@hotelbonciani.it
Alberghi,Alleluja,Via Del Porto,58040,Castiglione Della Pescaia,GR,Toscana,0564922050,0564920734,alleluja.puntaala@baglionihotels.com
Alberghi,Hotel Villa Volpi,Via di Gugliano 47,55100,Lucca,LU,Toscana,0583406137,0583405007,info@hotelvillavolpi.com
Alberghi,Borgo di Serignana,Località Serignana,50060,San Godenzo,FI,Toscana,0558374424,0558374424,info@borgoserignana.it
Alberghi,Giulio Cesare,Via Giulio Cesare 29,54038,Montignoso,MS,Toscana,0585309318,0585309319,hotelgiuliocesare@tiscali.it
Alberghi,Hotel Dolly,Via Leonardo Da Vinci 19,55059,Viareggio,LU,Toscana,058444507,058444507,info@hoteldolly.it
Alberghi,Albergo Enza,Via S. Zanobi 47,50129,Firenze,FI,Toscana,055490990,055473672,info@hotelenza.it
Alberghi,Hotel Alinari,Largo F.lli Alinari 15,50123,Firenze,FI,Toscana,,,info@hotelalinari.com
Alberghi,Hotel La Pineta Al Mare,Via Giuseppe Mazzini 65,55042,Forte Dei Marmi,LU,Toscana,0584787403,0584787212,info@lapinetaalmare.it
Alberghi,Starhotel Monginevro,Via Novoli 59,50127,Firenze,FI,Toscana,055431441,,monginevro.fi@starhotels.it
Alberghi,Hotel Santa Caterina,Viale Elba,57034,Marina di Campo,LI,Toscana,0565976452,0565976745,info@hotelsantacaterina.com
