email,nome,cognome,nome_azienda
kematen@dnet.it,,,Ansitz Kematen
info@hotelsteiner.com,,,Steiner
info@gasthofzumstern.it,,,Zum Stern
info@foestlerhof.com,,,Föstlerhof
info@anderlahn.com,,,Anderlahn
hotel-wolkenstein@dnet.it,,,Oswald von Wolkenstein
info@hotelmadonna.com,,,Madonna
info@seehotel-ambach.com,,,Seehof
info@hotel-waldruhe.com,,,Waldruhe
info@hoteltanja.com,,,Tanya Sonnenhof
info@hotel-stauder.com,,,Stauder
info@hotel-la-pineta.com,,,La Pineta
info@pozzamanigoni.com,,,Pozzamanigoni
info@granvara.com,,,Granvara
htlcontinental@tin.it,,,Continental
hotelplank@sanmartino.com,,,Plank
info@hotellagosmeraldo.it,,,Lago Smeraldo
info@weinegg.com,,,Weinegg
mirabell@dnet.it,,,Silence & Schlosshotel Mirabell
info@hotel-rungghof.com,,,Rungghof
garni-sovara@valgardena.it,,,Sovara
info@sunela.com,,,Sunela
info@hotelalaska.net,,,Chalet Alaska
info@latemarhotel.it,,,Latemar
info@villahermes.com,,,Villa Hermes
info@hotel-steiner.it,,,Steiner
info@hotel-wessobrunn.com,,,Wessobrunn
info@hotelaquilanera.it,,,Aquila Nera
info@seiserhof.com,,,Seiserhof
engloplan@anthesi.com,,,Englo Vacanze
sonnenhof.meran@rolmail.net,,,Sonnenhof
info@spisshof.com,,,Spisshof
oberdorner@dnet.it,,,Oberdorner
info@innerleiterhof.it,,,Innerleiterhof
info@hotel-bologna.it,,,Bologna
aerhotel@aerhotel.it,,,Aerhotel
info@turmwies.com,,,Turmwies
kessler@rolmail.net,,,Kessler
info@hotel-ortler.it,,,Ortler
info@hotel-karin.it,,,Karin
info@garni-burgund.com,,,Burgund
info@ambassadorsuite.it,,,Ambassador Suite Hotel
info@hotel-innerhofer.com,,,Innerhofer
info@vittoriahotel.net,,,Vittoria
info@hotelschoenblick.com,,,Schönblick - Bellavista
info@alledolomiti.com,,,Dolomiti
hotelgloria@tin.it,,,Gloria
hotel@aristonmolveno.it,,,Ariston
info@hotel-lido.it,,,Lido
lagodigarda@torbole.com,,,Lago di Garda
hotelparadisotorbole@tin.it,,,Paradiso
info@bergschloessl.com,,,Bergschlössl
info@luziafeldhof.it,,,Luziafeld Hof
michaelishof@gmx.net,,,Michaelishof
info@rotwand.com,,,Rotwand
info@hotelbiancaneve.it,,,Biancaneve
info@treoche.it,,,Locanda le Tre Oche
s.rosalia@fabbrihotels.com,,,Santa Rosalia
hotelsayonara@hotmail.com,,,Sayonara
info@hotelgardenfolgaria.it,,,Garden
hotel-rottenpuech@dnet.it,,,Rottenpuech
info@obermoarhof.com,,,Obermoarhof
info@meranerhof.com,,,Meranerhof
info@hoteltrentino.it,,,
info@hotel-bauhof.com,,,Bauhof
info@hotellaroccia.it,,,La Roccia
miravalle@mbnclubvacanze.com,,,Miravalle
hotelsolemale@tin.it,,,Sole
info@hotelbelsit.com,,,Bel Sit
info@sassmaor.com,,,Sport Hotel Sass Maor
pazanca@tin.it,,,Ancora
info@hotelsanvalier.com,,,San Valier
hotel@rosslaufhof.com,,,Rosslaufhof
info@hotelmayr.com,,,Mayr
martinella@martinella.it,,,Martinella
info@lewald.it,,,Lewald
info@hotelwerth.com,,,Parkhotel Werth
info@hotellilla.com,,,Lillà
info@schneeberg.it,,,Schneeberg
info@aurorahotels.it,,,Aurora
info@coronelle.it,,,Coronelle
info@centropineta.com,,,Centro Pineta
hotelferraripinzolo@katamail.com,,,Ferrari
info@hotelpiccolomondotorbole.it,,,Piccolo Mondo
ideal@torbole.com,,,Ideal
hotel@schwarzbachhof.com,,,Schwarzbachhof
info@hotelandreashofer.it,,,Mona Lisa
info@hotel-paradies.com,,,Paradies
info@waldhof.net,,,Waldhof
info@hotel-alte-muehle.com,,,Alte Mühle
villamoretti@rivadelgarda.com,,,Villa Moretti
albergovinella@cr-surfing.net,,,Vinella
info@hotelelpilon.it,,,El Pilon
info@hotellaurino.it,,,Laurino
hotelcimaundici@tin.it,,,Villa Cima Undici
hotel.meida@rolmail.net,,,Meida
info@muchele.com,,,Muchele
info@hotelpostaalcervo.com,,,Posta al Cervo - Post Zum Hirschen
info@flora.bz,,,Flora
oswald@valgardena.it,,,Oswald
info@hotelgranbaita.com,,,Sporthotel Gran Baita
desalpes@valgardena.it,,,Des Alpes
info@hotelarmin.com,,,Armin
latruga@dnet.it,,,La Truga
aaritz@val-gardena.com,,,Aaritz
info@hotel-corona.it,,,Corona - Krone
info@hotel-laurin.it,,,Laurin
info@hotel-stella.com,,,Stella
info@la-tambra.com,,,La Tambra
pralong@valgardena.it,,,Pralong
info@alpenroyal.com,,,Alpenroyal
garni.waltoy@tin.it,,,Waltoy
info@chaletportillo.com,,,Chalet Portillo
info@zumloewen.com,,,Zum Loewen - Al Leone
btstella@tin.it,,,Stella delle Alpi
hotelregina@msn.com,,,Regina del Bosco
kaltererhof@dnet.it,,,Kaltererhof
info@burggasthof.com,,,Burggasthof Zum Weissen Rössl
teiss@dnet.it,,,Teiss
info@albergoalpino.it,,,Alpino
grauer_baer@hotmail.com,,,Orso Grigio - Grauer Bär
info@tallero.it,,,Tallero
info@pension-linde.com,,,Linde
info@rosalpina.it,,,Rosa Alpina
hotel@lamontanina.it,,,La Montanina
info@h-belsoggiorno.it,,,Bel Soggiorno
info@justinahof.com,,,St. Justinahof
info@hotelrancolin.it,,,Rancolin
info@hotellaserenella.it,,,La Serenella
hotel.europa.moena@tin.it,,,Europa
info@hotelallealpi.it,,,Alle Alpi
info@hotelsayonara.net,,,Sayonara
garni@ludwigshof.it,,,Ludwig
info@schoefflmair.com,,,Schöfflmair
hrauzi@tin.it,,,Rauzi
info@garnirelax.com,,,Relax
info@muehle-mayer.it,,,Mühle Mayer
info@ludwigshof.it,,,Ludwigshof
info@maldelhof.com,,,Mandelhof
albergoacler@trentino.net,,,Acler
info@hotel-lahrer.com,,,Lahner
info@schlosspaschbach.it,,,Schloss Paschbach
info@tschindlhof.com,,,Ansitz Tschindlhof
info@betulla.it,,,La Betulla
info@sonnbichl.it,,,Sonnbichl
hotel.bellevue@dnet.it,,,Bellevue
info@bellevue-hotel.com,,,Bellevue
hotel-panorama@gmx.it,,,Panorama
info@traubenheim.it,,,Traubenheim
benacus@rivadelgarda.com,,,Benacus
info@berghotel.com,,,Berghotel Tirol
info@alpenhotel-ratsberg.com,,,Alpenhotel Ratsberg - Monte Rota
info@familienalm.com,,,Familienalm Taser
alpenrose@schenna.com,,,Alpenrose
backdesalpes@parmatour.com,,,Relais des Alpes
hotelbonapace@campiglioweb.com,,,Bonapace
hotspinale@editeltn.it,,,Spinale
hubertus@dnet.it,,,Hubertus
villagang@dnet.it,,,Villa Gang
info@hotelwinkler.com,,,Winkler
info@hotelmirabello.it,,,Mirabello
halaska@tin.it,,,Alaska
hotelfantelli@tin.it,,,Fantelli
info@gartenhotelmoser.com,,,Moser Am See
info@sterzingermoos.com,,,Sterzinger Moos
info@passeierhof.com,,,Passeirerhof
info@hotelriostava.com,,,Park Hotel Rio Stava
naturns@hotel-sonnenhof.it,,,Sonnenhof
info@feldhof.com,,,Feldhof
info@drumlerhof.com,,,Wanderhotel Drumlerhof
info@talblick.com,,,Talblick
emilia@val-gardena.com,,,Villa Emilia
info@hotel-emilia.com,,,Villa Emilia
info@vilpianerhof.com,,,Vilpianerhof
info@hotelsparerhof.it,,,Sparerhof
albergopezzotti@tin.it,,,Pezzotti
hotelvillajolanda@tin.it,,,Villa Jolanda
hotel@europamolveno.it,,,Europa
hoteledelweiss@tin.it,,,Edelweiss
hmontanara@tin.it,,,Montanara
info@hotelnegritella.com,,,Negritella
reschenscheideck@dnet.it,,,Reschenscheideck
molmiram@tin.it,,,Miramonti
info@hotel-maria-theresia.it,,,Maria Theresia
hoteljob@tin.it,,,Job
hotelangelo@tin.it,,,All'Angelo
info@bikedolomite.com,,,Al Bivio
info@hotelarcangelo.it,,,Arcangelo
albergomezzosoldo@cr-surfing.net,,,Mezzo Soldo
info@hotelforesta.it,,,Foresta
dassani@softcom.it,,,Regina delle Dolomiti
enza@granbaita.it,,,Gran Baita
info@hotelgardenia.net,,,Gardenia
info@comforthotelerica.it,,,Comfort Hotel Erica
hoteladamello@tin.it,,,Adamello
albergoeden@tin.it,,,Eden
info@panoramamolveno.com,,,Panorama
albergolabicocca@nettuno.it,,,La Bicocca
locatori@iridehotels.com,,,Locanda Locatori
hotcova@tin.it,,,Cova
hotel@londramolveno.it,,,Londra
info@hotelvermoi.com,,,Vermoi
info@hoteldulac.it,,,Du Lac
info@molveno-excelsior.it,,,Excelsior
info@albergoduespade.com,,,Due Spade
hotel.rio.bianco@interline.it,,,Rio Bianco
info@nuwahotels.com,,,Heide
info@miramonti.com,,,Miramonti
redivalle@iridehotels.com,,,Redivalle
hotelpresena@tin.it,,,Presena
info@desalpes.it,,,Des Alpes
info@hotelalpolo.com,,,Polo
sportvit@tin.it,,,Sport Hotel Vittoria
info@alpotel.it,,,Alpotel Venezia
info@golfhotelfolgaria.it,,,Golf Hotel
solaia@pass.dnet.it,,,Solaia
info@linder.it,,,Linder
olympia@val-gardena.com,,,Olympia
info@hotel-mignon.it,,,Mignon
info@schaurhof.it,,,Schaurhof
info@hotel-zoll.com,,,Zoll
info@kreithof.it,,,Kreithof
albergo.enrosadira@rolmail.net,,,Enrosadira
aipini@tin.it,,,Ai Pini
hlover@tin.it,,,Lover
gambrinus@softcom.it,,,Gambrinus
albergosilvana@hotmail.com,,,Silvana
info@taljoergele.it,,,Thaljoergelehof
info@plunhof.it,,,Plunhof
info@hotel-diana.it,,,Diana
garni.doris@dnet.it,,,Doris
info@sporthoteltyrol.it,,,Sporthotel Tyrol
info@pacherhof.com,,,Pacherhof
info@hotelstark.it,,,Starkl
info@tanzer.it,,,Zum Tanzer
info@schwarzestein.com,,,Schwarzenstein
info@gasthaus-sonne.it,,,Al Sole - Zur Sonne
hotel.regina@dnet.it,,,Regina
hotel.post@dnet.it,,,Panoramahotel Post
info@zur-post.it,,,Zur Post
kurt.ziernhoeld@rolmail.net,,,Villa Claudia Augusta
info@froy.it,,,Froy
olimpia@gottardi.it,,,Olimpia
info@13maggio.com,,,Splendid
info@hotelnevada.it,,,Nevada
info@hotelangeloandalo.it,,,Angelo
info@negritella.it,,,Negritella
albergonegritella@tin.it,,,Negritella
hotel.regents@interline.it,,,Regent's
hotel.andalo@tin.it,,,Andalo
info@bluehlerhof.info,,,Buehlerhof
sesto@altoadigehotels.info,,,Da Sesto
info@hotel-marlingerhof.it,,,Piccolo Hotel Marlingerhof
info@mondschein.it,,,Mondschein
garni.toni@dnet.it,,,Toni
info@christeinerhof-villapallua.com,,,Christeinerhof Villa Pallua
info@shandrani.com,,,Shandrani
info@hotelmartina.it,,,Martina
info@hotelsonnenhof.it,,,Sonnenhof
info@panidersattel.com,,,Panider Sattel - Passo Pinei
info@laciasota.it,,,La Ciasota
tirolerhof@tirolerhof.com,,,Tirolerhof
faloriahotel@tiscalinet.it,,,Faloria
info@hotelrita.com,,,Rita
info@hotellaperla.net,,,La Perla
info@albergopareda.com,,,Pareda
hotel@zur-bruecke.it,,,Zur Brücke
info@hotelgruberhof.com,,,Gruberhof
hoteldaniela@dnet.it,,,Daniela
info@hotelkoronplatz.com,,,Kronplatz
thurm@digibank.it,,,Alla Torre - Siegler Im Thurm
info@gschwangut.com,,,Gschwangut
info@hotelhirzer.com,,,Hirzer
info@alpenhof-suedtirol.com,,,Alpenhof
info@apparthotel-alpenhof.com,,,Alpenhof
info@felseneck.com,,,Felseneck
info@stroblhof.com,,,Stroblhof
hotelfrick@rolmail.net,,,Frick
info@wiesenhof.net,,,Wiesenhof
info@quellenhof.it,,,Landhaus
info@saltauserhof.com,,,Saltauserhof
info@hotelklotz.it,,,Klotz
sangiorgio@rivadelgarda.com,,,San Giorgio
penegal@serafinohotels.com,,,Serafino Hotel Penegal
info@hotelpaladin.it,,,Paladin
hotelmadonna@hotelmadonna.it,,,Madonna
info@hoteleuropasanmartino.it,,,Europa
hotel.cimone@libero.it,,,Excelsior Hotel Cimone
informazioni@hoteldesalpes.it,,,Grand Hotel des Alpes
hotelrosetta@famigliataufer.it,,,Rosetta
info@hregina.it,,,Regina
info@albergomargherita.it,,,Margherita
info@hotelcolbricon.it,,,Colbricon
hotelsavoia@hotelsavoia.com,,,Savoia
info@hotelalpino.it,,,Alpino
hotel@hbelvedere.it,,,Belvedere
info@hoteljolanda.com,,,Jolanda
info@hotelsanmartino.it,,,San Martino
info@hotelsayonara.com,,,Sayonara
hotelcristallo@famigliataufer.it,,,Cristallo
hotelorsingher@famigliataufer.it,,,Orsingher
info@hcentrale.it,,,Centrale
info@orovacanze.it,,,Majestic Hotel Dolomiti
el_paso@tin.it,,,El Paso
info@gustav-thoeni.com,,,Schöne Aussicht - Bellavista
icarospa@tiscalinet.it,,,Merano
hotelfanes@hotelfanes.it,,,Dolomiti Wellness Hotel Fanes
info@mezdi.it,,,Berghotel Mezdì
info@luianta.it,,,Luianta
piccolo@piccolo.it,,,Piccolo Hotel
info@royal-budroni.com,,,Royal
garni.cristallo@dnet.it,,,Cristallo
info@hotel-mirabel.com,,,Mirabel
panorama@suedtirol.com,,,Panorama
info@unionhotelscanazei.it,,,Park Hotel Rubino Executive
info@hotelsellaronda.it,,,Sella Ronda
info@hotelmedil.it,,,Medil
albergoaurora@tin.it,,,Aurora
hotelzanella@tin.it,,,Zanella
info@garni-ingrid.it,,,Ingrid
hall@hotelmiravalle.info,,,Miravalle
hotel.iris@tin.it,,,Iris
info@orsohotel.it,,,Grauer Bär - Orso Grigio
info@garni-dr-senoner.com,,,Dr. Senoner
info@hotelangelo.net,,,Angelo - Engel
info@gudrun.it,,,Gudrun
info@hotelstalon.it,,,Stalon
info@hotel-isabella.com,,,Isabella
info@schoenblick-belvedere.com,,,Belvedere - Schönblick
meinhardt@schenna.com,,,Meinhardt
fernblick@schenna.com,,,Fernblick
info@hotelpichler.com,,,Pichler
zirmhof@schenna.com,,,Zirmhof
info@hohenwart.com,,,Christine
info@hotelpienzenau.com,,,Pienzenau am Schlosspark
hotel-sport@libero.it,,,Sport
info@hotel-gruenerbaum.com,,,Gruener Baum-Albero Verde
info@pfleg.it,,,Zur Pfleg Dip./NH.
hotel@stroblhof.it,,,Stroblhof
mariksa@tin.it,,,Al Salus
hotel.alpenroyal@rolmail.net,,,Alpen Royal
info@albionhotel.net,,,Albion
hotfaedo@tin.it,,,Faedo Pineta
info@hotelmargherita.it,,,Margherita
diamant@romail.net,,,Diamant
hotel.vigo@tin.it,,,Vigo
info@hotelicaro.com,,,Icaro
info@sporthotelsonne.com,,,Sport Hotel Sonne - Sole
albergovittoria@tin.it,,,Vittoria
info@hotelbellavista.biz,,,Bellavista
info@hotel-plagoett.it,,,Plagött
info@hotel-alpino.com,,,Alpino
info@hotelbelmont.it,,,Belmont
linder.georg@dnet.it,,,Tannenheim
info@hotelcondor.com,,,Condor
info@hotel-teresa.com,,,Teresa DIP./NH.
hotel.floralp@rolmail.net,,,Floralp
info@hotelemma.it,,,Emma
plan-de-gralba@valgardena.it,,,Plan de Gralba
info@waidmannhof.com,,,Waidmannhof
info@hotelkastelruth.com,,,Kastelruth
hotel.angerer@tin.it,,,Angerer
hotel@millanderhof.com,,,Millanderhof
info@hotelsemiramis.it,,,Semiramis
info@hotelallago.it,,,Al Lago
info@goldener-adler.com,,,Goldener Adler
hotelvittoria@tin.it,,,Vittoria
info@larocciaandalo.it,,,La Roccia
info@hoteldianaandalo.com,,,Diana
hotel.pontives@dnet.it,,,Pontives
info@hotel-gudrun.com,,,Gudrun
info@zumbadl.com,,,Zum Badl
info@hotel-messnerwirt.com,,,Messnerwirt
hotel@olangerhof.com,,,Olangerhof
info@hotellaura.com,,,Laura
info@bellavistacampiglio.it,,,Bellavista
info@albergoantico.com,,,Antico
net02309@cr-surfing.net,,,Bellamonte
info@hotelopinione.com,,,Opinione
hotel@hohegaisl.com,,,Hohe Gaisl
info@armentarola.com,,,Armentarola C.M./HH.
info@hotel-schlossgarten.com,,,Schlossgarten
info@panorama-plank.com,,,Panorama
info@kirchsteiger.com,,,Kirchsteiger
info@hotel-schnalserhof.com,,,Schnalserhof
info@fernblick.it,,,Fernblick
info@hotel-ortlerspitz.it,,,Ortlerspitz
stilfserhof@rolmail.net,,,Stilfserhof
info@hotel-tirolerhof.it,,,Tirolerhof
info@hotel-krause.it,,,Krause
info@erica.it,,,Erica
info@seehotel.it,,,Seehotel
hotel@prokulus.it,,,Prokulus
info@hotel-am-see.it,,,Am See
hotel.post@rolmail.it,,,Post
info@hotel-steinberger.com,,,Steinberger
info@paradies-tirol.it,,,Paradies
info@hotelmarini.it,,,Marini
info@zumtiroleradler.it,,,Zum Tiroler Adler
info@mairamturm.it,,,Mair am Turm
info@mohren.com,,,Zum Mohren
info@hotel-patriarch.com,,,Patriarch
hotel-st-valentin@rolmail.net,,,Sankt Valentin
info@laurin-dorftirol.com,,,Laurin
info@traube-post.it,,,Zur Traube Post
weingarten@dnet.it,,,Weingarten
g.stocker@rolmail.net,,,Stocker
info@reschnerhof.it,,,Reschnerhof
info@zentral.it,,,Zentral - Centrale
info@giemmehotels.com,,,Grand Hotel Sulden
hotel.alpenhof@rolmail.net,,,Alpenhof
info@zebru.it,,,Zebru
info@erika.it,,,Erika - Haus Anya
hillebrand@dnet.it,,,Hillebrand
info@somvi.com,,,Somvi
info@hotelgartner.it,,,Gartner
info@hotel-lisetta.it,,,Lisetta
info@hotelpost-trafoi.it,,,Post - Posta
info@gasthof-gallia.com,,,Gallia
info@sporthotel-paradies.com,,,Paradiso - Paradies
info@garni-arnika.it,,,Arnika
info@hotelnegrescoandalo.it,,,Negresco
halpino@tin.it,,,Alpino
info@hotelstellaalpina.net,,,Stella Alpina
info@hotelambiez.com,,,Ambiez Hotel
info@hotelhell.it,,,Hell
palmer@ortisei.com,,,Prà Palmer
info@garni-concordia.it,,,Concordia
serena@valgardena.it,,,Serena
info@garni-flamingo.com,,,Flamingo
garni.rezia@rolmail.net,,,Rezia
info@acadia.it,,,Acadia
info@hotelastor.cc,,,Astor
info@hotelhubertushof.it,,,Hubertushof
info@rosengarten.it,,,Rosengarten
info@hotel-capriolo.com,,,Capriolo - Rehbock
info@hotelzurpost.it,,,Zur Post
info@leitlhof.com,,,Panorama Leitlhof
hotel@sonnblick.it,,,Sonnblick
info@hotel-pacher.com,,,Pacher
info@toblacherhof.com,,,Toblacherhof
hotel.walter@dnet.it,,,Walter
info@hotel-emmy.com,,,Emmy
info@windsorhotel.it,,,Windsor
info@hotel-paulus.com,,,Paulus
info@loewenwirt.com,,,Löwenwirt
info@hotel-piccolo.com,,,Piccolo Hotel
info@welponer.it,,,Welponer
info@hotelsporting.bz,,,Sporting
info@hotel-kristiania.com,,,Kristiania
hotelgardenia@gardenahotels.com,,,Gardenia
soraiser@val-gardena.com,,,Soraiser
info@jaegerheim.it,,,Jägerheim
soldanella@tin.it,,,La Soldanella
info@hochrain.com,,,Hochrain
info@pardell.it,,,Pardell
winzerhof@dnet.it,,,Winzerhof
hotel@reginaelena.com,,,Regina Elena
info@hotelpetrus.com,,,Petrus
hotel@schoenblick.it,,,Schönblick
hotel@wiesenhof.it,,,Wiesenhof
magdalenerhof@dnet.it,,,Magdalenerhof
info@rentschnerhof.com,,,Rentschnerhof
info@hotel-genziana.com,,,Genziana - Enzian
info@cavallino-bianco.com,,,Cavallino Bianco Family
villapark@dnet.it,,,Villa Park
info@hotel-madonna.com,,,Dolomiten Hotel Madonna
hartmann@hartmann-hotels.com,,,Hartmann Arcadia
info@hotelmaria.cc,,,Maria
info@hotel-adler.com,,,Adler
relaurino@tin.it,,,Laurino
info@centralhotel.it,,,Central Hotel
info@dolomitiws.it,,,Dolomiti - Garber
hoteldeville@softcom.it,,,De Ville
info@hotelrondinella.com,,,La Rondinella al Pont de Mur
info@royal-hinterhuber.com,,,Royal Hotel Hinterhuber
info@hotelpatrizia.tn.it,,,Villa Patrizia
info@hotelcristalloandalo.com,,,Cristallo
hotelk2@hotmail.com,,,K 2
info@hotelelephant.com,,,Villa Marzari - Elephant
info@ferien-suedtirol.com,,,Matscher
gasthof@turmbach.com,,,Bad Turmbach
info@hotelzurigomolveno.it,,,Zurigo
info@hotel-rudolf.com,,,Rubner Hotel Rudolf
hotel.krondlhof@dnet.it,,,Krondlhof
alponte@primieroiniziative.it,,,Al Ponte
sassmaor@primieroiniziative.it,,,Sass Maor
isolabella@isolabella.com,,,Isolabella
info@alpenhof.bz,,,Alpenhof
luciaalb@tin.it,,,Lucia
info@hotelnele.com,,,Nele
info@foerstlerhof.it,,,Förstlerhof
garniroma@inwind.it,,,Roma
hotelmonzoni@yahoo.it,,,Monzoni
info@holidayhotel.it,,,Holiday
salgetti@libero.it,,,Salgetti
info@hoteltressane.it,,,Villa Serena - Tressane
info@pardeller.com,,,Pardeller
infobertolini@hotel-villa-bertolini.it,,,Villa Bertolini
info@parkhoteliris.com,,,Iris
hotellersc@hotmail.com,,,Lersc
office@hotelcrocebianca.com,,,Croce Bianca
hotel-guenther@schenk.it,,,Günther
info@hotelcevedale.it,,,Cevedale
alma@hotelalma.it,,,Alma
hotelcarlone@hotelcarlone.it,,,Carlone
info@rosengartenhotel.com,,,Rosengarten
hotelstellaalpina@tin.it,,,Stella Alpina
hotel_trento@tin.it,,,Trento
info@granbaita.com,,,Gran Baita
hotel@villacampitello.com,,,Villa Campitello
moncherpio@libero.it,,,Sport
hotel.trento@rolmail.net,,,Trento
info@hotelvillamozart.com,,,Villa Mozart
info@hotelprimiero.com,,,Primiero
info@hotelcorona.com,,,Park Hotel Corona
carisolo@hotel-orsogrigio.it,,,Orso Grigio
info@hotelronce.com,,,Ronce
hotel@fioccodineve.it,,,Chalet Fiocco di Neve
info@malgapasserella.it,,,Malga Passerella
info@naturhotel.it,,,Lüsnerhof
info@rungghof.it,,,Ansitz Rungghof
ferdpani@tin.it,,,Club Hotel Costaverde ai Roni
info@schoenblick.net,,,Schönblick
info@friedheim.it,,,Friedheim
info@santnerblick.com,,,Santnerblick
info@bellavistanet.com,,,Bellavista
hotelregina@tvigest.com,,,Regina e Fassa
info@granander.it,,,Gran Ander
info@melodiadelbosco.it,,,Melodia del Bosco
info@hotel-wendelstein.com,,,Ansitz Wendelstein
info@hotelhanny.it,,,Hanny
hotel@jakoberhof.com,,,Ansitz Jakoberhof
info@halali.bz,,,Halali
stua-catores@val-gardena.com,,,Stua Catores
info@bavaria.it,,,Bavaria
info@hotel-tappeiner.it,,,Tappeiner
info@peterlinhof.it,,,Peterlinhof
info@feldererhof.com,,,Feldererhof
info@ritschschwaige.com,,,Ritsch - Schwaige
hotel@saltria.com,,,Saltria
info@hotel-brunelle.com,,,Brunelle
info@floralpina.com,,,Floralpina
info@hotelsteger-dellai.com,,,Sporthotel Steger Dellai
info@hotel-panorama.it,,,Panorama
info@hubertus-unterweger.com,,,Hubertus
st.kassian@rolmail.net,,,St. Kassian
troegl@rolmail.net,,,Trögl
pattissenhof@dnet.it,,,Pattissenhof
info@hotel-enzian.it,,,Enzian
info@weisslahnbad.com,,,Weisslahnbad
tgabard@tin.it,,,Ciclamino
info@jagdhof.it,,,Jagdhof
info@hotelalprato.it,,,Al Prato
info@gruenwalderhof.com,,,Grünwalderhof
bavaria@dnet.it,,,Palma
sonnenparadies@falkensteiner.com,,,Sporthotel Sonnenparadies
info@lichtenau.com,,,Lichtenau
info@georgen.it,,,Sankt Georgen
grafhartwig@schenna.com,,,Graf Hartwig
koestholzerhof@schenna.com,,,Koestholzerhof
hotel@hilburger.it,,,Hilburger
info@moserhof.it,,,Moserhof
zumhasen@falkensteiner.com,,,Zum Hasen-Alla Lepre
info@hotel-lamm.com,,,Lamm - Agnello
crescenzia@rolmail.net,,,Crescenzia
info@hotelholzer.it,,,Holzer
hotel@alpenblick.it,,,Alpenblick
info@hotel-drei-zinnen.com,,,Drei Zinnen - Tre Cime
info@gasthofedelweiss.com,,,Edelweiss
info@hotelrainer.com,,,Rainer
hotel.mooserhof@dnet.it,,,Mooserhof
alte-muehle@dnet.it,,,Alte Mühle
oberleiter.trojer@dnet.it,,,Trojer
hotel@baumwirt.com,,,Baumwirt
almaso@rivadelgarda.com,,,Al Maso
info@hotelrudy.com,,,Rudy
hotel@langgenhof.com,,,Langgenhof
info@gandbauer.it,,,Gandbauerhof
info@schattmair.it,,,Unterschattmairhof
info@kronsbuehel.com,,,Kronsbühel
hotelmicamada@virgilio.it,,,Micamada
thurnstein@dnet.it,,,Schloss Thurnstein
info@alpenhotel.it,,,Alpen Hotel
poamto@tin.it,,,Eden
info@hotel-rainer.com,,,Rainer
info@hoteltodlerhof.it,,,Tolderhof
resort@hotel-engel.com,,,Angelo - Engel
info@hotel-gstatsch.com,,,Gstatsch
info@hotel-schoenwald.com,,,Schönwald
pension.sandhofer@dnet.it,,,Sandhofer
info@preidlhof.it,,,Preidlhof
info@schieder.net,,,Panoramik
salgart@dnet.it,,,Salgart
info@sulfner.com,,,Sulfner
villadellerose@gardaresort.it,,,Villa delle Rose
info@hotel-christof.com,,,Christoph
info@pollinger.it,,,Pollinger
h.niagara@tin.it,,,Niagara
info@hoteltiefenbrun.com,,,Tiefenbrunn
unterstein@dnet.it,,,Unterstein
info@st-anton.it,,,St. Anton
villa.tirol@dnet.it,,,Villa Tirol
info@hotelvela.com,,,Vela
hoteltirol@tin.it,,,Tyrol
hotel.ciampian@tin.it,,,Ciampian
info@resmairhof.it,,,Resmairhof
maritschhof@rolmail.net,,,Maritschhof
rochushof@schenna.com,,,Rochushof
info@sunnwies.com,,,Sunnwies
info@hoteldersinne.com,,,Christoph's Hotel der Sinne
info@rundegg.com,,,Castel Rundegg Hotel & Beauty Farm
tannerhof@schenna.com,,,Tannerhof
schennerhof@dnet.it,,,Schennerhof
info@taushof.com,,,Taushof
schmiedhans@schenna.com,,,Schmied Hans
info@hotel-angelica.com,,,Angelica
info@nachtigall.it,,,Nachtigall
info@weinmesserhof.com,,,Weinmesserhof
vallreiss@dnet.it,,,Vallreiss
walter@schenna.com,,,Walter
kroell@schenna.com,,,Kröll
